,Prediction,Actual
1595,495000.0,667500.0
20806,749995.0,845950.0
1698,243000.0,300000.0
15652,525000.0,485000.0
11129,1450000.0,1400000.0
10823,275000.0,332000.0
13309,535000.0,415000.0
17366,178500.0,199500.0
21291,1700000.0,1987500.0
3704,480000.0,795000.0
7751,405000.0,455000.0
17819,435000.0,430000.0
1087,222500.0,241000.0
11838,575000.0,600000.0
10904,747500.0,660000.0
10349,625000.0,575000.0
12639,485000.0,606150.0
2334,230000.0,172500.0
14674,332500.0,330000.0
3511,334000.0,355000.0
18267,390000.0,400000.0
7049,430000.0,330000.0
18371,615000.0,490000.0
4059,625000.0,660000.0
5553,339000.0,375000.0
6974,219000.0,415000.0
936,945000.0,915000.0
6503,269950.0,200000.0
13124,412000.0,559000.0
21269,465000.0,531155.0
17098,599950.0,490000.0
16427,330000.0,461000.0
3386,129888.0,189000.0
7110,240000.0,237000.0
8892,506000.0,368000.0
12644,365000.0,425000.0
8886,875000.0,894000.0
3230,1590000.0,1208000.0
17664,299990.0,425000.0
424,370000.0,365000.0
16111,289500.0,225000.0
4936,1450000.0,825000.0
3050,940000.0,1125000.0
19274,770000.0,872500.0
12931,795000.0,870000.0
1290,365000.0,285000.0
5598,229000.0,212000.0
16539,369000.0,347500.0
9041,770000.0,660000.0
4730,650000.0,490000.0
3576,650000.0,625000.0
6366,245000.0,238950.0
18097,615000.0,493000.0
1662,179950.0,165050.0
12519,790000.0,900000.0
11337,450000.0,440000.0
13730,685000.0,775000.0
20908,702000.0,680000.0
5532,249950.0,241500.0
16219,274950.0,139000.0
9935,356000.0,435000.0
1891,480000.0,590000.0
15139,525000.0,513000.0
16641,419625.0,372000.0
18142,450000.0,276500.0
812,677000.0,682000.0
2412,315000.0,305500.0
12084,579000.0,615000.0
12965,329000.0,358000.0
19556,331000.0,334950.0
369,406000.0,297000.0
5853,450000.0,595000.0
16686,312500.0,265000.0
12012,645000.0,585000.0
1328,478000.0,445950.0
8432,315000.0,380000.0
11711,339900.0,324950.0
5483,271900.0,288000.0
15307,364000.0,257000.0
9458,865000.0,961000.0
21040,349000.0,369500.0
15115,860000.0,775000.0
16987,570000.0,535000.0
17483,610000.0,700000.0
2141,370000.0,455000.0
16846,575000.0,645000.0
3776,192500.0,245000.0
8165,350000.0,342888.0
15004,415000.0,370000.0
5115,349000.0,395000.0
8602,535000.0,385000.0
17078,295000.0,265000.0
4013,247500.0,310000.0
6239,630000.0,890000.0
19654,1349000.0,950000.0
8815,209500.0,183000.0
14734,1620000.0,1520000.0
2315,1115000.0,555000.0
5502,604000.0,587000.0
21201,285000.0,403000.0
15137,446000.0,605000.0
17588,619850.0,488800.0
4337,185000.0,191000.0
21044,390000.0,372000.0
1870,797000.0,785500.0
12896,695000.0,726888.0
5561,287000.0,270000.0
17891,478000.0,540000.0
7672,1160000.0,1250000.0
9263,300000.0,339950.0
6631,499900.0,505000.0
15604,465000.0,500000.0
20327,2575000.0,1699990.0
15762,304000.0,313000.0
5140,1388000.0,1160000.0
6237,1050000.0,1202500.0
2255,400000.0,560000.0
14660,700000.0,670000.0
9871,195000.0,210000.0
5099,468000.0,447000.0
18429,515000.0,526000.0
17754,615000.0,675000.0
17460,279000.0,315000.0
20017,265000.0,300500.0
2457,365000.0,345000.0
2075,349950.0,398500.0
17298,383000.0,445000.0
11693,455000.0,170000.0
1371,695000.0,606000.0
9384,245000.0,250600.0
2168,250000.0,275000.0
2127,449000.0,415000.0
1640,260000.0,365000.0
2450,577500.0,824000.0
3615,600000.0,600000.0
16476,619000.0,615000.0
18565,1070000.0,1115000.0
14000,611000.0,875000.0
1092,512500.0,631000.0
18182,255000.0,280000.0
2766,597326.0,1610000.0
4269,439000.0,325000.0
8029,277000.0,315000.0
10957,403000.0,265000.0
19917,410000.0,355000.0
6848,355000.0,349900.0
11225,711800.0,825000.0
3728,185000.0,205000.0
11236,690500.0,700000.0
7852,363000.0,320000.0
5557,1680000.0,1691000.0
2140,485000.0,665000.0
1534,325000.0,150000.0
3919,390000.0,317000.0
7121,275000.0,287000.0
12911,785200.0,998500.0
5250,363500.0,249000.0
3256,999000.0,1003000.0
18376,790000.0,562000.0
11467,230000.0,258950.0
6136,658100.0,639000.0
2346,530000.0,500000.0
15567,251000.0,205000.0
18169,553000.0,130000.0
20973,988830.0,950000.0
19974,329780.0,328423.0
14363,462600.0,440000.0
14294,525000.0,500000.0
4706,356000.0,330000.0
4074,215000.0,198500.0
17346,214100.0,241500.0
14704,207000.0,240000.0
10444,403000.0,392500.0
17433,522000.0,355000.0
3073,289950.0,247500.0
13459,310000.0,304400.0
20460,389500.0,451300.0
1503,521000.0,610000.0
2595,1462500.0,1165000.0
5163,241000.0,285900.0
14070,181000.0,473600.0
554,279000.0,331500.0
7403,487000.0,1170000.0
21415,500000.0,475000.0
16864,475000.0,482000.0
5545,320000.0,450000.0
14691,1481000.0,1060000.0
14779,287000.0,329500.0
15011,625000.0,600000.0
7729,150000.0,365000.0
13015,310000.0,417000.0
17115,300000.0,279000.0
4966,525000.0,525000.0
5833,2458000.0,3418800.0
17188,237000.0,242000.0
12724,580000.0,542000.0
5282,300000.0,319950.0
2878,279950.0,305000.0
3316,402723.0,247300.0
7500,427500.0,382000.0
18737,527500.0,550000.0
8136,580000.0,525000.0
12184,540000.0,368000.0
15922,710000.0,814842.0
2617,912000.0,1272000.0
21267,200000.0,250000.0
423,414500.0,397000.0
735,437500.0,459000.0
19474,450000.0,425000.0
10560,255000.0,295832.0
606,926300.0,650000.0
15543,937500.0,825000.0
344,254600.0,206600.0
7613,660000.0,620000.0
19195,813000.0,805000.0
19453,699000.0,825500.0
6119,585000.0,460000.0
5742,700000.0,415000.0
13988,195000.0,219950.0
5849,517500.0,513000.0
6549,310000.0,290000.0
10489,350000.0,350000.0
14265,567000.0,760000.0
2830,707500.0,856000.0
18939,350000.0,429000.0
1642,355000.0,400000.0
5732,203000.0,265000.0
11997,507000.0,592500.0
6958,690000.0,725000.0
5601,500000.0,535000.0
3207,898500.0,1062000.0
2498,536000.0,545000.0
5019,525000.0,600000.0
6241,539500.0,490000.0
2202,515000.0,257000.0
14768,1799000.0,1042030.0
20529,530000.0,530000.0
2229,555000.0,600000.0
4441,1035000.0,910000.0
8928,775000.0,552500.0
12681,610000.0,726000.0
9929,525000.0,521000.0
13412,200000.0,233000.0
13625,291000.0,272000.0
6097,734000.0,639900.0
3847,194000.0,357000.0
6455,443000.0,557500.0
1182,282000.0,173000.0
6501,432000.0,498500.0
16602,185000.0,208000.0
13688,735000.0,600000.0
11044,590000.0,660000.0
12919,400000.0,413000.0
208,900000.0,464000.0
3111,1025000.0,752500.0
3350,115000.0,144975.0
19384,416100.0,334000.0
5508,219000.0,227000.0
21336,401750.0,406000.0
4832,330000.0,228000.0
14897,879950.0,735000.0
8944,480000.0,490000.0
6483,950000.0,775000.0
15651,410000.0,315000.0
13613,570000.0,584950.0
21316,417000.0,400000.0
18674,279950.0,250000.0
17729,660000.0,615000.0
4322,657500.0,660000.0
8678,220000.0,233000.0
16495,329000.0,335000.0
9395,299950.0,215000.0
5018,357000.0,339000.0
10657,1650000.0,1135000.0
15872,1625000.0,1280000.0
15144,324950.0,364500.0
3108,420000.0,395000.0
14412,779380.0,717000.0
14165,768000.0,777000.0
3971,415500.0,395000.0
3353,470000.0,485000.0
19369,350000.0,385000.0
7466,559000.0,579000.0
12076,500000.0,511555.0
16098,379000.0,400000.0
4085,607000.0,661000.0
8530,361550.0,290000.0
2020,624000.0,650000.0
20244,535000.0,557000.0
4985,503000.0,540000.0
19494,324000.0,320000.0
3461,310000.0,324950.0
5245,415000.0,241500.0
9387,615000.0,645000.0
3532,400000.0,385000.0
2300,556000.0,429000.0
4779,265000.0,310000.0
9610,203000.0,255000.0
1901,268000.0,210000.0
13263,475000.0,530000.0
13056,430000.0,220000.0
14724,469000.0,550000.0
3481,490000.0,695000.0
19100,477500.0,555000.0
14228,750000.0,850000.0
9913,670000.0,640000.0
4003,750000.0,690000.0
17441,245000.0,220000.0
5449,180000.0,304000.0
15483,469000.0,390000.0
9199,1550000.0,1680000.0
7735,525000.0,580000.0
2388,212644.0,235000.0
5198,187000.0,199999.0
484,510000.0,1280000.0
9102,1350000.0,1265000.0
4149,339989.0,335000.0
13847,215000.0,212000.0
2350,605000.0,575000.0
11571,2321000.0,1730000.0
17352,388000.0,380000.0
15528,345000.0,355000.0
15387,500000.0,615000.0
10934,829000.0,851000.0
18627,785000.0,1000000.0
2361,215000.0,172040.0
12657,669950.0,610000.0
3210,402723.0,374950.0
18547,306000.0,299900.0
2090,348000.0,272000.0
10049,545000.0,546500.0
12429,795000.0,940000.0
2937,370000.0,464000.0
5337,960000.0,779000.0
11293,450000.0,443000.0
20860,670000.0,730000.0
20293,880000.0,750000.0
8936,344950.0,350000.0
18341,275000.0,490000.0
4420,740000.0,790000.0
6526,575000.0,500000.0
10279,560000.0,429000.0
12223,199000.0,162248.0
11668,1495000.0,1850000.0
16792,700000.0,427000.0
17303,2950000.0,1870000.0
9745,440000.0,435000.0
15773,355000.0,299250.0
12438,255000.0,90000.0
3522,667500.0,1008000.0
8537,678000.0,594950.0
16315,319000.0,416000.0
17795,595000.0,455000.0
21382,601000.0,747450.0
10434,1575000.0,1700000.0
5314,670000.0,710000.0
6069,264500.0,277500.0
1063,397000.0,360000.0
8937,439000.0,485000.0
5863,350000.0,250000.0
12303,712000.0,575000.0
13719,720000.0,765000.0
5116,344000.0,377691.0
1474,512000.0,514000.0
7840,325000.0,380000.0
3817,399000.0,359950.0
17857,295000.0,255000.0
13357,407450.0,381000.0
18568,476000.0,399950.0
15094,445000.0,467500.0
10199,337000.0,309900.0
18713,249000.0,239000.0
13394,810000.0,850000.0
843,265000.0,287653.0
15050,359000.0,374000.0
17462,625500.0,635000.0
7934,305000.0,259900.0
15893,291000.0,390000.0
133,898888.0,675000.0
17785,350000.0,290000.0
1227,575000.0,645000.0
4519,855000.0,900000.0
15258,290000.0,281000.0
13416,253500.0,249900.0
8704,345000.0,291000.0
14650,711777.0,620000.0
21312,820000.0,890776.0
16758,315000.0,457000.0
19344,364950.0,349900.0
18654,526000.0,419000.0
6662,645000.0,602000.0
10236,588000.0,554500.0
11263,649000.0,495000.0
1272,425000.0,355000.0
18386,200000.0,223000.0
12620,1100000.0,1149000.0
7346,1839900.0,1600000.0
10605,1525000.0,1325000.0
16888,790000.0,838000.0
385,240000.0,345000.0
4475,415000.0,555000.0
6538,715000.0,675000.0
13082,820000.0,595000.0
15870,507500.0,580000.0
7515,300000.0,320000.0
8557,725000.0,751000.0
6864,515000.0,540000.0
474,750000.0,590000.0
15697,472000.0,518000.0
12517,249000.0,230000.0
11866,343000.0,249000.0
718,280000.0,350000.0
4202,440000.0,445000.0
3295,423000.0,359000.0
16469,299000.0,355500.0
11090,520000.0,485000.0
10882,535000.0,742500.0
1450,580000.0,495000.0
5215,400000.0,658000.0
6285,430000.0,400000.0
10903,410000.0,335000.0
17681,675000.0,550000.0
447,225000.0,232000.0
640,269000.0,240000.0
6844,369950.0,410500.0
1489,552500.0,612000.0
9639,716500.0,680000.0
4528,260000.0,345000.0
2712,240500.0,234500.0
18074,483000.0,591000.0
7571,415000.0,250000.0
7199,425000.0,395000.0
12550,246500.0,261500.0
5359,510000.0,295000.0
16350,294950.0,298500.0
13724,355000.0,345000.0
11847,1450000.0,900000.0
15957,559900.0,587000.0
16867,150000.0,170000.0
1572,640500.0,453500.0
12104,1029900.0,1190000.0
17442,1225000.0,1284000.0
16424,522000.0,420000.0
19013,489950.0,500000.0
9622,440000.0,260000.0
1097,1085500.0,1127000.0
6178,290256.0,289950.0
15983,493000.0,434400.0
7719,645000.0,585000.0
20089,534950.0,550000.0
12341,240000.0,229000.0
18827,158800.0,210000.0
16025,765000.0,683000.0
20616,650000.0,699999.0
17444,225000.0,157000.0
16889,657500.0,670500.0
911,352750.0,290000.0
6868,552000.0,417500.0
17407,825000.0,600000.0
18483,476000.0,385000.0
9376,568000.0,420000.0
11251,588000.0,490000.0
6451,290000.0,309212.0
3794,788000.0,856000.0
2740,300000.0,385000.0
6145,360000.0,450000.0
6725,314200.0,310000.0
20946,511000.0,450000.0
2189,259900.0,258500.0
13492,358000.0,348580.0
7335,433000.0,366000.0
1311,270000.0,267500.0
18967,332500.0,315000.0
1765,657100.0,712000.0
19191,445800.0,450000.0
19926,799000.0,920000.0
6440,334950.0,280000.0
14945,625000.0,288000.0
3798,405000.0,414250.0
11192,1150000.0,857000.0
7333,865000.0,1184000.0
3396,349950.0,475500.0
5312,483453.0,399000.0
13113,385000.0,255000.0
18092,235000.0,330000.0
12750,272000.0,319950.0
6814,349000.0,312000.0
10352,440000.0,400000.0
10217,360000.0,350000.0
9459,885000.0,825000.0
10567,408000.0,615000.0
6689,180000.0,275000.0
16933,422000.0,431000.0
12243,720000.0,850000.0
6517,562200.0,580000.0
10212,531000.0,464000.0
14432,329000.0,310000.0
7603,579000.0,670000.0
14929,998000.0,840000.0
2501,335000.0,356500.0
482,250000.0,207950.0
4564,600000.0,495000.0
13365,420000.0,447000.0
7327,729999.0,450000.0
20257,689000.0,659950.0
4462,327000.0,305000.0
12510,225000.0,280000.0
4547,315000.0,259950.0
1052,225000.0,249500.0
3588,326000.0,280000.0
11617,497000.0,590000.0
20856,495000.0,500000.0
6685,312000.0,299950.0
7217,510250.0,485000.0
11925,399950.0,385000.0
3341,760500.0,613000.0
7568,661500.0,730000.0
139,500000.0,665000.0
16545,705000.0,1049000.0
4574,253000.0,245000.0
8510,565000.0,560000.0
15644,899000.0,572000.0
18756,739000.0,1190000.0
8917,547000.0,700000.0
7828,285000.0,252500.0
4028,199950.0,212500.0
14278,655000.0,605000.0
7093,670000.0,725000.0
19751,453000.0,455000.0
11438,335000.0,339000.0
10192,394500.0,540500.0
5996,305000.0,321000.0
14857,828200.0,840000.0
2946,479000.0,483000.0
19854,1030000.0,1040000.0
16547,495000.0,405000.0
19235,450000.0,401000.0
12053,433200.0,418000.0
11346,3300000.0,2750000.0
6064,245000.0,250000.0
11654,415000.0,435000.0
14101,270000.0,360000.0
18192,436000.0,403000.0
2998,505000.0,409500.0
8030,5110800.0,4668000.0
5621,477500.0,800000.0
12437,485000.0,330000.0
2879,525000.0,675000.0
6734,289500.0,212000.0
6068,825000.0,704111.0
1453,375000.0,440000.0
11446,405000.0,515000.0
10836,385000.0,360000.0
15598,250800.0,295000.0
17805,445000.0,525000.0
1261,353000.0,590000.0
18824,1150000.0,1505000.0
21356,1408760.0,1325000.0
7626,325000.0,355000.0
16037,490000.0,580000.0
7779,505000.0,342450.0
11420,435000.0,395000.0
1056,330000.0,275000.0
11441,625000.0,690000.0
6705,745000.0,969000.0
10676,583800.0,603000.0
18758,500000.0,225000.0
11212,337500.0,335000.0
6424,762500.0,760000.0
19972,1031000.0,1575000.0
11900,492000.0,435000.0
15404,454000.0,375000.0
19287,289000.0,342000.0
16953,475000.0,375900.0
16301,998000.0,822600.0
20418,253000.0,273500.0
13449,300000.0,280000.0
13797,510000.0,572500.0
15929,556000.0,500000.0
7947,478000.0,495500.0
5478,726500.0,700000.0
17184,441500.0,455600.0
5748,320000.0,327500.0
803,479900.0,361000.0
17348,998000.0,982000.0
19804,160797.0,175003.0
10334,320000.0,389000.0
8610,800000.0,895000.0
19271,504975.0,490000.0
15709,225000.0,312000.0
12416,199950.0,174000.0
8369,389000.0,520000.0
14710,940000.0,1070000.0
2115,365000.0,655000.0
13257,800000.0,759000.0
14875,920000.0,1105000.0
21166,540000.0,563950.0
1968,400000.0,310000.0
7353,560000.0,450000.0
10928,497950.0,467500.0
12434,441000.0,608000.0
1827,705000.0,824500.0
10795,375000.0,405000.0
16939,335500.0,354000.0
323,690000.0,274975.0
8246,291700.0,225000.0
20838,261000.0,284000.0
3115,390000.0,485000.0
16569,465000.0,415000.0
21198,538900.0,705000.0
16695,739000.0,800000.0
17573,405000.0,498000.0
2676,690000.0,580000.0
2053,407000.0,370000.0
4505,630000.0,700000.0
8952,680000.0,875000.0
20502,279950.0,274950.0
4788,725000.0,689000.0
14988,732600.0,745000.0
20356,555000.0,565000.0
3070,270000.0,285000.0
20072,673000.0,649000.0
7914,378500.0,365000.0
13941,295000.0,300000.0
18793,546000.0,480000.0
14379,250000.0,239900.0
6703,568000.0,415000.0
3844,510000.0,408000.0
7030,305000.0,289000.0
7744,122000.0,299500.0
19506,942500.0,785000.0
10722,412500.0,432500.0
16543,860000.0,540000.0
4629,560000.0,560200.0
9564,480000.0,430000.0
11696,416000.0,365000.0
8019,286500.0,280400.0
6467,1210000.0,1339000.0
2323,700000.0,545000.0
9253,250000.0,268500.0
8710,379000.0,380000.0
10039,815000.0,580000.0
14307,445000.0,475000.0
10256,888000.0,745000.0
1962,820000.0,815000.0
11893,365000.0,315000.0
8025,197200.0,154200.0
1747,433500.0,530000.0
16699,432000.0,392000.0
20730,345000.0,274900.0
7138,305000.0,457500.0
13908,410000.0,360000.0
18289,292000.0,353000.0
19261,499950.0,565000.0
2862,511000.0,450000.0
3405,257000.0,289950.0
3254,721000.0,527000.0
19903,368000.0,428900.0
19482,418500.0,429000.0
12923,695000.0,777700.0
5377,510000.0,654000.0
17744,230000.0,239000.0
11247,451000.0,370000.0
19962,479950.0,548000.0
20007,565000.0,665000.0
18238,399950.0,350500.0
18129,325000.0,259000.0
20576,919204.0,1079000.0
8756,449950.0,588000.0
4398,583000.0,610000.0
8341,565000.0,510000.0
4010,289571.0,269900.0
21311,590000.0,579000.0
20960,526500.0,515000.0
18833,780000.0,940000.0
3820,379500.0,367000.0
19710,780000.0,952990.0
16704,1208000.0,825000.0
16187,1381000.0,1350000.0
11223,483000.0,687500.0
2647,635000.0,470000.0
7094,291970.0,255000.0
16162,795000.0,740000.0
18168,612000.0,560000.0
20515,252500.0,370000.0
10408,1600000.0,1350000.0
8203,510000.0,389000.0
18201,265000.0,260000.0
1943,310000.0,302000.0
18856,725000.0,1001000.0
18372,1518630.0,770000.0
6909,705000.0,408506.0
12618,478000.0,575000.0
3702,450000.0,470000.0
9517,300000.0,283200.0
17299,442500.0,490000.0
18957,456000.0,390000.0
8993,675000.0,842000.0
8164,960000.0,722800.0
5960,350000.0,340000.0
9757,285000.0,137124.0
7781,349950.0,328000.0
13225,258000.0,252000.0
13542,548000.0,655000.0
20617,615000.0,749950.0
9189,210000.0,273000.0
3470,445000.0,457500.0
5045,375000.0,360000.0
7882,240000.0,280000.0
10398,905000.0,938000.0
18896,355000.0,495000.0
15497,355000.0,259950.0
13802,439000.0,383000.0
15414,210000.0,175000.0
4484,235500.0,275000.0
12505,625000.0,500000.0
17246,910000.0,805000.0
21211,259000.0,274800.0
14790,295450.0,335000.0
17291,610000.0,530000.0
13881,470000.0,405000.0
11323,530000.0,589000.0
341,576000.0,552250.0
16557,242050.0,213500.0
4159,675000.0,665900.0
15113,395300.0,439800.0
8679,335000.0,275000.0
9525,435000.0,450000.0
7911,325000.0,268000.0
346,156000.0,299000.0
10723,937500.0,875000.0
18858,796000.0,724950.0
17318,750000.0,540000.0
18557,196000.0,183500.0
3376,374000.0,221700.0
1243,510000.0,600000.0
18247,478000.0,685000.0
3860,279950.0,308000.0
34,345000.0,322500.0
13160,200000.0,370000.0
15949,539500.0,450000.0
4189,268000.0,271500.0
19916,394950.0,389000.0
2724,285000.0,266000.0
7304,267000.0,269500.0
13870,249950.0,190000.0
17716,630000.0,560000.0
17001,609000.0,405000.0
2235,420000.0,468000.0
17360,387000.0,380000.0
4767,565000.0,650000.0
9899,324900.0,205000.0
11288,330000.0,320000.0
3277,214000.0,206000.0
2277,1100000.0,585000.0
12696,375000.0,335000.0
14662,275000.0,245000.0
14002,635000.0,868500.0
1398,730000.0,685000.0
12151,370037.0,365000.0
20237,325000.0,271115.0
16150,933399.0,887000.0
15046,320000.0,399000.0
744,397000.0,329999.0
2527,267000.0,276000.0
1077,410000.0,550000.0
12026,476000.0,375000.0
11902,1443920.0,1300000.0
3993,1208000.0,1350000.0
15006,285000.0,239000.0
9822,422000.0,350000.0
649,343000.0,337000.0
438,380000.0,350000.0
18830,440000.0,270000.0
13220,179950.0,210000.0
18257,436000.0,465000.0
12421,459000.0,530000.0
19316,248000.0,299500.0
12738,220000.0,310000.0
8546,562200.0,575700.0
18203,1150000.0,975000.0
3018,520000.0,456500.0
3302,256400.0,240000.0
6832,690000.0,495000.0
13513,295000.0,353500.0
6797,205000.0,195000.0
19883,320000.0,353000.0
18064,2900000.0,2475000.0
6006,160000.0,150000.0
3128,305000.0,288400.0
6279,941500.0,935000.0
20543,640000.0,480000.0
6478,408000.0,330000.0
7668,980000.0,925000.0
10810,712198.0,729000.0
9237,158000.0,209950.0
5170,685000.0,685000.0
16831,215000.0,229950.0
1527,181000.0,350000.0
7534,500000.0,449000.0
4496,280000.0,418000.0
5505,359000.0,340000.0
4667,335000.0,299800.0
2826,393000.0,399950.0
3222,206000.0,308000.0
1201,376000.0,470000.0
14041,400000.0,568450.0
21147,1289000.0,1500000.0
16027,643002.0,533000.0
7289,342000.0,323000.0
5453,455000.0,426500.0
13796,500000.0,460000.0
20261,1060000.0,1138990.0
14613,795000.0,588000.0
20178,325000.0,475000.0
10739,472000.0,819000.0
17008,412000.0,429900.0
