,Prediction,Actual
5244,405723.75,460000.0
8931,677023.9,680000.0
14020,631826.6,645000.0
6061,1360185.1,1240000.0
5865,377642.8,390000.0
10943,1190846.2,1130000.0
1427,426559.34,459000.0
6418,266357.05,260000.0
17238,169621.16,145000.0
10022,231589.03,255000.0
12669,469733.12,449950.0
11825,481757.61,498500.0
3106,607357.53,640000.0
9790,318077.84,311000.0
12487,500053.38,495500.0
12399,199557.5,225205.0
8753,339752.5,357000.0
10675,278772.94,210000.0
15461,280297.87,275000.0
2270,449412.24,517100.0
8256,642962.05,689000.0
5754,360739.15,350000.0
12340,288838.5,305000.0
9994,988287.3,965000.0
5784,1001087.13,970000.0
2885,417547.45,476000.0
13268,262446.0,260000.0
14224,272005.78,319500.0
20904,347192.9,300000.0
12578,601965.5,689000.0
17580,346246.82,290000.0
2458,365945.72,340000.0
3806,385652.6,348000.0
10994,845633.39,910000.0
17169,1539100.5,1629000.0
21391,634423.51,690000.0
5841,414984.12,513000.0
7451,320167.06,290000.0
1729,775488.0,780000.0
9634,536897.9,489000.0
2683,456081.22,485000.0
971,361788.5,427200.0
19484,309519.9,369950.0
5042,308033.49,300000.0
4610,312400.25,289950.0
11807,616848.03,902500.0
11091,523004.78,341000.0
7153,516800.2,615000.0
20104,298975.39,308000.0
16581,189835.75,209950.0
21149,603843.09,659000.0
12187,348479.4,345000.0
8223,417539.1,382000.0
16630,599743.15,589950.0
9645,195889.5,215000.0
18162,261796.0,255000.0
4974,464668.44,455000.0
14470,260421.94,246000.0
18244,724213.28,822500.0
13751,358816.46,306000.0
12840,238973.99,269000.0
18693,779740.3,680000.0
11491,270842.83,355000.0
21187,488304.0,410000.0
16804,666176.1,645000.0
18217,214237.48,200000.0
15537,801740.0,1075000.0
15399,140126.63,135000.0
9109,356679.4,305000.0
9545,563583.17,765000.0
21372,751217.02,1057000.0
3617,250287.0,267000.0
12292,258455.14,253500.0
1862,829376.89,832000.0
16668,555425.52,607500.0
7231,474830.8,390000.0
12107,275375.78,269500.0
18186,491548.6,570000.0
4307,303274.44,370000.0
11307,447872.28,387500.0
12621,272488.8,335000.0
16728,539607.22,469000.0
3310,298796.9,299000.0
2043,308216.7,272500.0
2214,473153.6,600000.0
8644,471107.03,427550.0
3351,1110512.83,970000.0
6428,501096.0,525000.0
9442,497840.0,490000.0
3023,296367.46,272000.0
563,523930.9,610000.0
12507,600271.18,669888.0
14189,196838.59,167000.0
10792,301012.32,210750.0
17618,818441.5,900000.0
6293,447751.0,490000.0
1297,516958.92,533000.0
20741,534492.5,575000.0
14313,443070.17,260000.0
6275,413264.46,376000.0
3638,388278.46,397000.0
7157,345916.0,369000.0
19647,417793.54,419354.0
3261,490530.0,700000.0
17762,555547.0,420000.0
8366,276727.5,290000.0
12776,392177.39,400000.0
2195,384672.0,398000.0
7513,263647.0,320000.0
13601,267632.58,275000.0
8882,676461.5,684000.0
11010,1716942.3,1820000.0
44,228597.0,309000.0
7198,737053.56,659500.0
12514,625860.42,630000.0
2425,157877.5,143000.0
10624,294461.1,392000.0
13814,344110.22,348000.0
20835,668288.15,515000.0
4461,435150.88,444900.0
18915,797087.64,850000.0
10428,220298.0,150000.0
14204,551164.5,537100.0
4772,765773.3,567000.0
4903,546810.11,635000.0
5910,728849.95,731000.0
12346,1660741.1,1900000.0
7317,413999.33,250000.0
20920,427725.3,431000.0
14564,263672.49,282000.0
13177,248484.6,162000.0
5792,229499.88,245000.0
11165,257101.99,245700.0
5642,508128.0,510000.0
19333,290275.87,246000.0
9097,578204.87,505000.0
3043,282858.22,255000.0
10247,672075.47,680000.0
9504,579360.59,563250.0
17116,608950.0,625000.0
18573,278313.31,325000.0
1288,555023.37,588000.0
5915,932110.44,796000.0
14670,235307.88,210000.0
1504,428689.45,500000.0
9150,540000.38,529000.0
5885,366081.8,377500.0
2351,689117.81,674750.0
19041,377022.15,390000.0
5673,407492.55,405000.0
5923,332299.3,325900.0
1114,1176915.13,1200000.0
1595,623237.5,667500.0
20806,1325267.6,845950.0
1698,253608.98,300000.0
15652,446549.23,485000.0
11129,1095249.9,1400000.0
10823,380811.18,332000.0
13309,424405.72,415000.0
17366,175634.4,199500.0
21291,2085661.0,1987500.0
3704,642054.5,795000.0
7751,409146.1,455000.0
17819,454257.9,430000.0
1087,200663.09,241000.0
11838,919982.4,600000.0
10904,658743.25,660000.0
10349,617968.9,575000.0
12639,533581.17,606150.0
2334,284001.16,172500.0
14674,330432.75,330000.0
3511,331571.01,355000.0
18267,374594.0,400000.0
7049,366723.25,330000.0
18371,531336.01,490000.0
4059,647500.25,660000.0
5553,341620.0,375000.0
6974,218041.3,415000.0
936,1015036.8,915000.0
6503,248745.65,200000.0
13124,401710.51,559000.0
21269,476103.75,531155.0
17098,569641.49,490000.0
16427,410037.0,461000.0
3386,175389.64,189000.0
7110,247259.01,237000.0
8892,403978.62,368000.0
12644,381432.92,425000.0
8886,857197.41,894000.0
3230,1442372.8,1208000.0
17664,334986.98,425000.0
424,369275.86,365000.0
16111,208729.55,225000.0
4936,1108083.65,825000.0
3050,1093495.85,1125000.0
19274,768087.22,872500.0
12931,819213.5,870000.0
1290,299465.0,285000.0
5598,190059.1,212000.0
16539,361204.5,347500.0
9041,983568.4,660000.0
4730,553709.71,490000.0
3576,664093.0,625000.0
6366,237162.5,238950.0
18097,621915.0,493000.0
1662,215097.46,165050.0
12519,822349.39,900000.0
11337,426981.5,440000.0
13730,777860.45,775000.0
20908,647166.92,680000.0
5532,228286.96,241500.0
16219,252704.66,139000.0
9935,387006.44,435000.0
1891,517767.25,590000.0
15139,454667.5,513000.0
16641,369237.5,372000.0
18142,427803.0,276500.0
812,715104.68,682000.0
2412,318980.89,305500.0
12084,582787.0,615000.0
12965,306623.0,358000.0
19556,340007.9,334950.0
369,325723.99,297000.0
5853,483747.5,595000.0
16686,345532.16,265000.0
12012,516411.5,585000.0
1328,370107.97,445950.0
8432,346189.5,380000.0
11711,348687.9,324950.0
5483,283310.5,288000.0
15307,273731.1,257000.0
9458,928116.0,961000.0
21040,387803.9,369500.0
15115,702149.86,775000.0
16987,530036.0,535000.0
17483,645088.04,700000.0
2141,451274.17,455000.0
16846,581297.35,645000.0
3776,249065.08,245000.0
8165,361593.0,342888.0
15004,404624.5,370000.0
5115,410796.95,395000.0
8602,429650.1,385000.0
17078,247787.96,265000.0
4013,268652.58,310000.0
6239,797012.77,890000.0
19654,1212912.7,950000.0
8815,295437.0,183000.0
14734,1462634.0,1520000.0
2315,599880.49,555000.0
5502,642511.79,587000.0
21201,369826.22,403000.0
15137,476176.0,605000.0
17588,605841.5,488800.0
4337,212122.28,191000.0
21044,390460.9,372000.0
1870,812719.35,785500.0
12896,723010.04,726888.0
5561,272976.05,270000.0
17891,539447.78,540000.0
7672,1088301.6,1250000.0
9263,390933.0,339950.0
6631,523771.7,505000.0
15604,287672.0,500000.0
20327,1403582.65,1699990.0
15762,342984.35,313000.0
5140,1177856.0,1160000.0
6237,1011574.49,1202500.0
2255,468586.5,560000.0
14660,543954.37,670000.0
9871,207718.75,210000.0
5099,395580.21,447000.0
18429,489753.5,526000.0
17754,794618.17,675000.0
17460,347090.23,315000.0
20017,269575.7,300500.0
2457,327086.23,345000.0
2075,357885.46,398500.0
17298,441512.65,445000.0
11693,414005.9,170000.0
1371,653723.33,606000.0
9384,261165.46,250600.0
2168,254920.48,275000.0
2127,440575.11,415000.0
1640,344156.41,365000.0
2450,657356.8,824000.0
3615,571000.06,600000.0
16476,672155.47,615000.0
18565,1024667.92,1115000.0
14000,828872.5,875000.0
1092,522000.75,631000.0
18182,260331.92,280000.0
2766,1430940.8,1610000.0
4269,361800.22,325000.0
8029,320685.86,315000.0
10957,317056.64,265000.0
19917,385546.5,355000.0
6848,349398.06,349900.0
11225,713373.8,825000.0
3728,209582.93,205000.0
11236,615929.45,700000.0
7852,323083.05,320000.0
5557,1853438.5,1691000.0
2140,540539.41,665000.0
1534,260820.8,150000.0
3919,338892.5,317000.0
7121,281589.74,287000.0
12911,684236.38,998500.0
5250,321658.98,249000.0
3256,1039457.49,1003000.0
18376,546805.25,562000.0
11467,235392.31,258950.0
6136,660769.5,639000.0
2346,533655.26,500000.0
15567,244761.09,205000.0
18169,547342.5,130000.0
20973,974968.38,950000.0
19974,340818.0,328423.0
14363,397279.44,440000.0
14294,426638.61,500000.0
4706,335729.24,330000.0
4074,225506.27,198500.0
17346,242440.49,241500.0
14704,235643.55,240000.0
10444,379798.1,392500.0
17433,399338.25,355000.0
3073,247916.25,247500.0
13459,292317.5,304400.0
20460,397254.5,451300.0
1503,593429.87,610000.0
2595,1363996.1,1165000.0
5163,220532.5,285900.0
14070,478486.35,473600.0
554,313264.76,331500.0
7403,1010110.88,1170000.0
21415,484115.5,475000.0
16864,487364.03,482000.0
5545,464096.7,450000.0
14691,1165095.0,1060000.0
14779,355737.01,329500.0
15011,594242.39,600000.0
7729,304908.14,365000.0
13015,317460.43,417000.0
17115,270795.4,279000.0
4966,561511.0,525000.0
5833,2606969.6,3418800.0
17188,252390.94,242000.0
12724,564542.68,542000.0
5282,318277.43,319950.0
2878,275661.41,305000.0
3316,360554.84,247300.0
7500,418940.0,382000.0
18737,624648.5,550000.0
8136,476302.15,525000.0
12184,463794.7,368000.0
15922,883686.73,814842.0
2617,1000361.54,1272000.0
21267,265852.5,250000.0
423,407523.5,397000.0
735,437868.0,459000.0
19474,446062.25,425000.0
10560,233009.67,295832.0
606,639050.29,650000.0
15543,920118.0,825000.0
344,251194.91,206600.0
7613,652513.45,620000.0
19195,806545.99,805000.0
19453,737678.0,825500.0
6119,622792.75,460000.0
5742,655844.0,415000.0
13988,195960.6,219950.0
5849,498829.9,513000.0
6549,290138.52,290000.0
10489,354529.07,350000.0
14265,634458.14,760000.0
2830,647567.5,856000.0
18939,485984.25,429000.0
1642,376967.74,400000.0
5732,240272.5,265000.0
11997,563700.38,592500.0
6958,687693.0,725000.0
5601,503623.75,535000.0
3207,875918.7,1062000.0
2498,572965.0,545000.0
5019,667505.5,600000.0
6241,494677.95,490000.0
2202,428861.13,257000.0
14768,1491165.4,1042030.0
20529,494691.51,530000.0
2229,610098.9,600000.0
4441,1037408.5,910000.0
8928,717167.75,552500.0
12681,632037.25,726000.0
9929,551500.5,521000.0
13412,209937.75,233000.0
13625,242274.49,272000.0
6097,614349.14,639900.0
3847,297801.6,357000.0
6455,498615.92,557500.0
1182,244153.0,173000.0
6501,410725.95,498500.0
16602,203851.88,208000.0
13688,617674.5,600000.0
11044,498052.0,660000.0
12919,419751.41,413000.0
208,593118.0,464000.0
3111,878632.8,752500.0
3350,178470.0,144975.0
19384,419213.92,334000.0
5508,214277.25,227000.0
21336,392698.1,406000.0
4832,211644.0,228000.0
14897,1080995.0,735000.0
8944,496119.0,490000.0
6483,856615.19,775000.0
15651,362841.25,315000.0
13613,579753.57,584950.0
21316,445393.25,400000.0
18674,251039.51,250000.0
17729,628604.5,615000.0
4322,572372.3,660000.0
8678,302315.31,233000.0
16495,328242.45,335000.0
9395,311505.59,215000.0
5018,352547.91,339000.0
10657,1232975.3,1135000.0
15872,1277788.1,1280000.0
15144,314144.0,364500.0
3108,383478.61,395000.0
14412,728419.14,717000.0
14165,743353.37,777000.0
3971,348696.55,395000.0
3353,463030.9,485000.0
19369,307473.0,385000.0
7466,652274.04,579000.0
12076,487703.88,511555.0
16098,362234.88,400000.0
4085,617859.2,661000.0
8530,279810.29,290000.0
2020,679747.0,650000.0
20244,538041.6,557000.0
4985,570510.5,540000.0
19494,325597.75,320000.0
3461,303596.4,324950.0
5245,325099.9,241500.0
9387,649236.35,645000.0
3532,320054.06,385000.0
2300,572961.73,429000.0
4779,390830.37,310000.0
9610,285651.49,255000.0
1901,241906.18,210000.0
13263,549473.65,530000.0
13056,297556.1,220000.0
14724,486188.71,550000.0
3481,577081.4,695000.0
19100,675981.0,555000.0
14228,918187.53,850000.0
9913,577740.88,640000.0
4003,731577.88,690000.0
17441,208710.75,220000.0
5449,291458.39,304000.0
15483,439447.45,390000.0
9199,1773788.9,1680000.0
7735,678654.5,580000.0
2388,226298.0,235000.0
5198,203207.19,199999.0
484,814655.39,1280000.0
9102,1320423.9,1265000.0
4149,334947.08,335000.0
13847,270963.48,212000.0
2350,575681.29,575000.0
11571,1950643.8,1730000.0
17352,343565.8,380000.0
15528,340122.1,355000.0
15387,487094.68,615000.0
10934,948291.7,851000.0
18627,687293.25,1000000.0
2361,258265.25,172040.0
12657,646943.78,610000.0
3210,363136.31,374950.0
18547,350907.04,299900.0
2090,330009.26,272000.0
10049,566780.64,546500.0
12429,891510.27,940000.0
2937,517646.56,464000.0
5337,847675.62,779000.0
11293,430147.66,443000.0
20860,690293.11,730000.0
20293,799590.82,750000.0
8936,349339.88,350000.0
18341,381209.0,490000.0
4420,661437.9,790000.0
6526,523731.36,500000.0
10279,383161.51,429000.0
12223,199550.6,162248.0
11668,1544111.9,1850000.0
16792,715330.28,427000.0
17303,1668300.0,1870000.0
9745,513262.98,435000.0
15773,358786.5,299250.0
12438,293916.5,90000.0
3522,904363.56,1008000.0
8537,673607.65,594950.0
16315,310860.6,416000.0
17795,435274.85,455000.0
21382,599800.74,747450.0
10434,1593780.4,1700000.0
5314,736283.3,710000.0
6069,248068.29,277500.0
1063,353966.18,360000.0
8937,399920.55,485000.0
5863,329535.4,250000.0
12303,627182.07,575000.0
13719,799989.7,765000.0
5116,402652.96,377691.0
1474,494397.0,514000.0
7840,375059.0,380000.0
3817,356476.5,359950.0
17857,267195.03,255000.0
13357,432879.5,381000.0
18568,462416.78,399950.0
15094,465979.1,467500.0
10199,314336.13,309900.0
18713,241620.6,239000.0
13394,847761.97,850000.0
843,252202.45,287653.0
15050,393246.28,374000.0
17462,594894.2,635000.0
7934,301907.68,259900.0
15893,379918.82,390000.0
133,819834.85,675000.0
17785,365151.6,290000.0
1227,519517.58,645000.0
4519,901228.2,900000.0
15258,266681.06,281000.0
13416,256221.05,249900.0
8704,366159.29,291000.0
14650,546315.55,620000.0
21312,897397.53,890776.0
16758,422804.72,457000.0
19344,350199.78,349900.0
18654,528245.74,419000.0
6662,609055.1,602000.0
10236,546626.67,554500.0
11263,536958.85,495000.0
1272,390334.1,355000.0
18386,215980.3,223000.0
12620,1183393.27,1149000.0
7346,1884917.4,1600000.0
10605,1312706.8,1325000.0
16888,796917.56,838000.0
385,318414.2,345000.0
4475,598746.78,555000.0
6538,648326.0,675000.0
13082,637681.88,595000.0
15870,545993.38,580000.0
7515,312388.45,320000.0
8557,732332.88,751000.0
6864,611628.2,540000.0
474,870795.3,590000.0
15697,518827.89,518000.0
12517,239943.75,230000.0
11866,304568.5,249000.0
718,402853.16,350000.0
4202,513181.6,445000.0
3295,375735.42,359000.0
16469,394906.19,355500.0
11090,453190.75,485000.0
10882,929497.0,742500.0
1450,576801.0,495000.0
5215,613785.78,658000.0
6285,425949.02,400000.0
10903,368722.0,335000.0
17681,596338.1,550000.0
447,238354.06,232000.0
640,268614.15,240000.0
6844,351736.23,410500.0
1489,582954.62,612000.0
9639,747478.5,680000.0
4528,327807.79,345000.0
2712,250638.97,234500.0
18074,536352.5,591000.0
7571,349863.54,250000.0
7199,427159.92,395000.0
12550,259047.98,261500.0
5359,471949.75,295000.0
16350,317795.04,298500.0
13724,338999.77,345000.0
11847,1381228.6,900000.0
15957,568724.5,587000.0
16867,243292.05,170000.0
1572,504359.0,453500.0
12104,1234489.6,1190000.0
17442,1243434.5,1284000.0
16424,399894.39,420000.0
19013,663070.5,500000.0
9622,461624.7,260000.0
1097,1145190.61,1127000.0
6178,292295.56,289950.0
15983,441937.13,434400.0
7719,622049.15,585000.0
20089,536287.0,550000.0
12341,248427.72,229000.0
18827,210148.75,210000.0
16025,677085.5,683000.0
20616,567498.59,699999.0
17444,207227.75,157000.0
16889,708057.65,670500.0
911,311784.55,290000.0
6868,478517.15,417500.0
17407,623996.25,600000.0
18483,435476.95,385000.0
9376,529454.0,420000.0
11251,568372.06,490000.0
6451,275596.4,309212.0
3794,858570.2,856000.0
2740,383757.0,385000.0
6145,361923.15,450000.0
6725,354501.77,310000.0
20946,525387.72,450000.0
2189,264414.0,258500.0
13492,337862.5,348580.0
7335,426535.45,366000.0
1311,241061.18,267500.0
18967,334764.2,315000.0
1765,624983.0,712000.0
19191,392906.75,450000.0
19926,893624.31,920000.0
6440,347468.85,280000.0
14945,291422.5,288000.0
3798,413712.42,414250.0
11192,945725.68,857000.0
7333,971285.0,1184000.0
3396,416577.59,475500.0
5312,442230.25,399000.0
13113,406540.47,255000.0
18092,400365.4,330000.0
12750,281071.27,319950.0
6814,339026.5,312000.0
10352,474320.0,400000.0
10217,338812.6,350000.0
9459,798907.0,825000.0
10567,543119.49,615000.0
6689,254197.74,275000.0
16933,438305.7,431000.0
12243,819853.77,850000.0
6517,566665.64,580000.0
10212,561815.95,464000.0
14432,277885.59,310000.0
7603,598644.64,670000.0
14929,878120.01,840000.0
2501,332398.86,356500.0
482,236484.15,207950.0
4564,482036.66,495000.0
13365,359866.6,447000.0
7327,835622.78,450000.0
20257,741860.0,659950.0
4462,344094.81,305000.0
12510,297860.5,280000.0
4547,310840.56,259950.0
1052,236498.5,249500.0
3588,306294.0,280000.0
11617,603091.75,590000.0
20856,583049.86,500000.0
6685,290443.42,299950.0
7217,473296.54,485000.0
11925,407433.5,385000.0
3341,654981.5,613000.0
7568,628515.3,730000.0
139,520119.5,665000.0
16545,793661.55,1049000.0
4574,238027.5,245000.0
8510,493351.9,560000.0
15644,770852.0,572000.0
18756,845094.59,1190000.0
8917,692152.06,700000.0
7828,280369.44,252500.0
4028,176334.55,212500.0
14278,644310.4,605000.0
7093,674002.78,725000.0
19751,480336.0,455000.0
11438,290323.22,339000.0
10192,490598.63,540500.0
5996,309074.2,321000.0
14857,765275.12,840000.0
2946,462876.26,483000.0
19854,1432604.5,1040000.0
16547,454663.02,405000.0
19235,416654.25,401000.0
12053,417821.0,418000.0
11346,1982949.5,2750000.0
6064,261795.86,250000.0
11654,422349.0,435000.0
14101,340959.0,360000.0
18192,427254.92,403000.0
2998,440524.8,409500.0
8030,5115645.0,4668000.0
5621,710109.06,800000.0
12437,550851.07,330000.0
2879,605991.69,675000.0
6734,230295.62,212000.0
6068,707444.83,704111.0
1453,405399.6,440000.0
11446,504789.49,515000.0
10836,401304.85,360000.0
15598,321539.6,295000.0
17805,547606.78,525000.0
1261,520781.0,590000.0
18824,1102655.35,1505000.0
21356,1286844.1,1325000.0
7626,355685.15,355000.0
16037,604687.5,580000.0
7779,338453.44,342450.0
11420,440169.95,395000.0
1056,343570.27,275000.0
11441,684180.4,690000.0
6705,808862.6,969000.0
10676,641872.25,603000.0
18758,535831.37,225000.0
11212,276273.76,335000.0
6424,830328.44,760000.0
19972,969905.92,1575000.0
11900,464616.0,435000.0
15404,431335.9,375000.0
19287,314475.0,342000.0
16953,380283.34,375900.0
16301,885022.35,822600.0
20418,264108.5,273500.0
13449,293554.4,280000.0
13797,577650.43,572500.0
15929,565638.38,500000.0
7947,620033.17,495500.0
5478,786036.51,700000.0
17184,461026.25,455600.0
5748,335847.05,327500.0
803,340505.45,361000.0
17348,868263.7,982000.0
19804,294454.68,175003.0
10334,329325.45,389000.0
8610,980571.11,895000.0
19271,468195.87,490000.0
15709,378315.71,312000.0
12416,174155.3,174000.0
8369,430111.18,520000.0
14710,1021387.5,1070000.0
2115,514744.5,655000.0
13257,815986.9,759000.0
14875,1059832.0,1105000.0
21166,549148.34,563950.0
1968,456036.21,310000.0
7353,543081.0,450000.0
10928,439862.2,467500.0
12434,572608.05,608000.0
1827,757528.7,824500.0
10795,407934.19,405000.0
16939,439541.89,354000.0
323,718972.15,274975.0
8246,269210.46,225000.0
20838,297198.75,284000.0
3115,444935.4,485000.0
16569,458351.0,415000.0
21198,884602.11,705000.0
16695,730679.0,800000.0
17573,511668.3,498000.0
2676,681576.1,580000.0
2053,317479.79,370000.0
4505,654096.35,700000.0
8952,779573.96,875000.0
20502,276134.1,274950.0
4788,788554.54,689000.0
14988,718209.76,745000.0
20356,578301.06,565000.0
3070,294726.35,285000.0
20072,702661.0,649000.0
7914,484310.0,365000.0
13941,276675.59,300000.0
18793,391003.62,480000.0
14379,242793.99,239900.0
6703,526467.25,415000.0
3844,493938.18,408000.0
7030,288082.0,289000.0
7744,196163.0,299500.0
19506,820518.23,785000.0
10722,474408.05,432500.0
16543,553589.09,540000.0
4629,553061.5,560200.0
9564,473932.0,430000.0
11696,328167.0,365000.0
8019,245742.9,280400.0
6467,1153789.75,1339000.0
2323,591712.15,545000.0
9253,236236.78,268500.0
8710,347992.5,380000.0
10039,584818.36,580000.0
14307,471832.2,475000.0
10256,819945.0,745000.0
1962,820627.78,815000.0
11893,351486.2,315000.0
8025,256173.18,154200.0
1747,633035.48,530000.0
16699,451302.23,392000.0
20730,313960.84,274900.0
7138,333065.73,457500.0
13908,409014.25,360000.0
18289,343827.8,353000.0
19261,477131.13,565000.0
2862,512755.22,450000.0
3405,292098.72,289950.0
3254,609641.36,527000.0
19903,394027.65,428900.0
19482,415841.58,429000.0
12923,681817.26,777700.0
5377,582769.58,654000.0
17744,238529.2,239000.0
11247,396346.5,370000.0
19962,477781.5,548000.0
20007,568254.85,665000.0
18238,393017.5,350500.0
18129,395266.63,259000.0
20576,1064138.83,1079000.0
8756,519754.64,588000.0
4398,612661.0,610000.0
8341,545992.5,510000.0
4010,274275.6,269900.0
21311,564121.59,579000.0
20960,466313.18,515000.0
18833,814271.3,940000.0
3820,430948.47,367000.0
19710,860218.32,952990.0
16704,905002.95,825000.0
16187,1336936.68,1350000.0
11223,535866.25,687500.0
2647,556738.2,470000.0
7094,268606.0,255000.0
16162,782973.95,740000.0
18168,621804.0,560000.0
20515,333834.25,370000.0
10408,1008192.41,1350000.0
8203,450007.56,389000.0
18201,242265.02,260000.0
1943,298121.3,302000.0
18856,758400.5,1001000.0
18372,1292466.14,770000.0
6909,528467.49,408506.0
12618,481184.25,575000.0
3702,441764.47,470000.0
9517,319467.17,283200.0
17299,491608.55,490000.0
18957,475069.0,390000.0
8993,638203.65,842000.0
8164,982185.28,722800.0
5960,351551.97,340000.0
9757,259729.51,137124.0
7781,321913.7,328000.0
13225,274405.64,252000.0
13542,592162.0,655000.0
20617,558153.96,749950.0
9189,380888.24,273000.0
3470,418170.6,457500.0
5045,370964.4,360000.0
7882,254898.75,280000.0
10398,926193.46,938000.0
18896,482879.99,495000.0
15497,343174.36,259950.0
13802,396797.22,383000.0
15414,231709.06,175000.0
4484,299570.28,275000.0
12505,677969.94,500000.0
17246,904874.0,805000.0
21211,274695.5,274800.0
14790,352401.15,335000.0
17291,560931.18,530000.0
13881,440192.18,405000.0
11323,536214.92,589000.0
341,573094.0,552250.0
16557,290492.5,213500.0
4159,680079.2,665900.0
15113,411961.05,439800.0
8679,316361.65,275000.0
9525,428297.86,450000.0
7911,286837.14,268000.0
346,253826.5,299000.0
10723,1186436.01,875000.0
18858,648525.5,724950.0
17318,954662.0,540000.0
18557,207108.75,183500.0
3376,295275.49,221700.0
1243,540857.6,600000.0
18247,521893.28,685000.0
3860,273687.47,308000.0
34,315115.86,322500.0
13160,299583.59,370000.0
15949,556187.27,450000.0
4189,314115.13,271500.0
19916,394468.5,389000.0
2724,247383.01,266000.0
7304,269723.99,269500.0
13870,232445.6,190000.0
17716,573424.35,560000.0
17001,629653.25,405000.0
2235,464974.37,468000.0
17360,400384.54,380000.0
4767,647358.74,650000.0
9899,292867.24,205000.0
11288,342242.79,320000.0
3277,190828.45,206000.0
2277,944606.52,585000.0
12696,355671.5,335000.0
14662,239066.5,245000.0
14002,768824.5,868500.0
1398,717818.73,685000.0
12151,357386.94,365000.0
20237,321837.85,271115.0
16150,1122334.84,887000.0
15046,441676.27,399000.0
744,305677.44,329999.0
2527,282495.9,276000.0
1077,506932.54,550000.0
12026,520812.5,375000.0
11902,1582127.3,1300000.0
3993,1109360.34,1350000.0
15006,241811.36,239000.0
9822,443126.3,350000.0
649,334976.0,337000.0
438,345974.22,350000.0
18830,270610.19,270000.0
13220,184473.0,210000.0
18257,422405.95,465000.0
12421,496936.62,530000.0
19316,307448.74,299500.0
12738,280344.15,310000.0
8546,535083.59,575700.0
18203,1292608.58,975000.0
3018,507453.25,456500.0
3302,229932.0,240000.0
6832,583966.02,495000.0
13513,303686.49,353500.0
6797,204898.5,195000.0
19883,358098.76,353000.0
18064,1889540.4,2475000.0
6006,246819.04,150000.0
3128,314991.93,288400.0
6279,723990.9,935000.0
20543,502874.4,480000.0
6478,318220.88,330000.0
7668,847887.5,925000.0
10810,718918.75,729000.0
9237,197396.5,209950.0
5170,635586.38,685000.0
16831,207102.7,229950.0
1527,461182.54,350000.0
7534,507464.67,449000.0
4496,420155.2,418000.0
5505,358644.78,340000.0
4667,318850.48,299800.0
2826,354578.36,399950.0
3222,246273.29,308000.0
1201,486194.85,470000.0
14041,521046.0,568450.0
21147,1267489.95,1500000.0
16027,582956.7,533000.0
7289,307171.9,323000.0
5453,449852.9,426500.0
13796,494866.3,460000.0
20261,1177113.0,1138990.0
14613,906214.25,588000.0
20178,415869.14,475000.0
10739,554591.88,819000.0
